Source,URL
တႆး,https://shn.wikipedia.org/wiki/%E1%80%99%E1%80%AD%E1%80%B0%E1%80%84%E1%80%BA%E1%80%B8%E1%80%95%E1%80%84%E1%80%BA%E1%80%B8%E1%81%B5%E1%80%9C%E1%82%83%E1%80%B8%E1%80%90%E1%80%B5%E1%80%90%E1%80%BA%E1%82%88
සිංහල,https://si.wikipedia.org/wiki/%E0%B6%B6%E0%B6%82%E0%B6%9C%E0%B7%8A%E0%B6%BD%E0%B7%8F%E0%B6%AF%E0%B7%9A%E0%B7%81%E0%B6%BA
Simple English,https://simple.wikipedia.org/wiki/Bangladesh
Slovenčina,https://sk.wikipedia.org/wiki/Banglad%C3%A9%C5%A1
سرائیکی,https://skr.wikipedia.org/wiki/%D8%A8%D9%86%DA%AF%D9%84%DB%81_%D8%AF%DB%8C%D8%B4
Slovenščina,https://sl.wikipedia.org/wiki/Banglade%C5%A1
Gagana Samoa,https://sm.wikipedia.org/wiki/Pagalatesi
Anarâškielâ,https://smn.wikipedia.org/wiki/Bangladesh
ChiShona,https://sn.wikipedia.org/wiki/Bhangaladhesha
Soomaaliga,https://so.wikipedia.org/wiki/Bangaladhesh
Shqip,https://sq.wikipedia.org/wiki/Bangladeshi
Српски / srpski,https://sr.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B3%D0%BB%D0%B0%D0%B4%D0%B5%D1%88
SiSwati,https://ss.wikipedia.org/wiki/IBhangladeshi
Sesotho,https://st.wikipedia.org/wiki/Bangladesh
Seeltersk,https://stq.wikipedia.org/wiki/Bangladesch
Sunda,https://su.wikipedia.org/wiki/Banglad%C3%A9s
Svenska,https://sv.wikipedia.org/wiki/Bangladesh
Kiswahili,https://sw.wikipedia.org/wiki/Bangladesh
ꠍꠤꠟꠐꠤ,https://syl.wikipedia.org/wiki/%EA%A0%9B%EA%A0%A3%EA%A0%8B%EA%A0%9F%EA%A0%A3%EA%A0%96%EA%A0%A6%EA%A0%A1
Ślůnski,https://szl.wikipedia.org/wiki/Bangladesz
Sakizaya,https://szy.wikipedia.org/wiki/Bangladesh
தமிழ்,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%B3%E0%AE%A4%E0%AF%87%E0%AE%9A%E0%AE%AE%E0%AF%8D
Tayal,https://tay.wikipedia.org/wiki/Bangladesh
ತುಳು,https://tcy.wikipedia.org/wiki/%E0%B2%AC%E0%B2%BE%E0%B2%82%E0%B2%97%E0%B3%8D%E0%B2%B2%E0%B2%BE%E0%B2%A6%E0%B3%87%E0%B2%B6
తెలుగు,https://te.wikipedia.org/wiki/%E0%B0%AC%E0%B0%82%E0%B0%97%E0%B1%8D%E0%B0%B2%E0%B0%BE%E0%B0%A6%E0%B1%87%E0%B0%B6%E0%B1%8D
Tetun,https://tet.wikipedia.org/wiki/Bangladexe
Тоҷикӣ,https://tg.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B3%D0%BB%D0%BE%D0%B4%D0%B5%D1%88
ไทย,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%97%E0%B8%A8
ትግርኛ,https://ti.wikipedia.org/wiki/%E1%89%A3%E1%8A%95%E1%8C%8D%E1%88%8B%E1%8B%B0%E1%88%BD
Türkmençe,https://tk.wikipedia.org/wiki/Banglade%C5%9F
Tagalog,https://tl.wikipedia.org/wiki/Bangladesh
Tolışi,https://tly.wikipedia.org/wiki/Bangl%C9%99de%C5%A1
Lea faka-Tonga,https://to.wikipedia.org/wiki/Pengil%C4%81tesi
Toki pona,https://tok.wikipedia.org/wiki/ma_Panla
Tok Pisin,https://tpi.wikipedia.org/wiki/Bangladesh
Türkçe,https://tr.wikipedia.org/wiki/Banglade%C5%9F
Seediq,https://trv.wikipedia.org/wiki/Bangladesh
Xitsonga,https://ts.wikipedia.org/wiki/Bangladesh
Татарча / tatarça,https://tt.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B3%D0%BB%D0%B0%D0%B4%D0%B5%D1%88
ChiTumbuka,https://tum.wikipedia.org/wiki/Bangladesh
Twi,https://tw.wikipedia.org/wiki/Bangladesh
Удмурт,https://udm.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B3%D0%BB%D0%B0%D0%B4%D0%B5%D1%88
ئۇيغۇرچە / Uyghurche,https://ug.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%AF%D9%84%D8%A7%D8%AF%DB%90%D8%B4
Українська,https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B3%D0%BB%D0%B0%D0%B4%D0%B5%D1%88
اردو,https://ur.wikipedia.org/wiki/%D8%A8%D9%86%DA%AF%D9%84%DB%81_%D8%AF%DB%8C%D8%B4
Oʻzbekcha / ўзбекча,https://uz.wikipedia.org/wiki/Bangladesh
Tshivenda,https://ve.wikipedia.org/wiki/Bangladesh
Vèneto,https://vec.wikipedia.org/wiki/Banglade%C5%A1
Vepsän kel’,https://vep.wikipedia.org/wiki/Banglade%C5%A1
Tiếng Việt,https://vi.wikipedia.org/wiki/Bangladesh
West-Vlams,https://vls.wikipedia.org/wiki/Bangladesh
Volapük,https://vo.wikipedia.org/wiki/Bangladej%C3%A4n
Winaray,https://war.wikipedia.org/wiki/Bangladesh
Wolof,https://wo.wikipedia.org/wiki/Banglaades
吴语,https://wuu.wikipedia.org/wiki/%E5%AD%9F%E5%8A%A0%E6%8B%89%E5%9B%BD
მარგალური,https://xmf.wikipedia.org/wiki/%E1%83%91%E1%83%90%E1%83%9C%E1%83%92%E1%83%9A%E1%83%90%E1%83%93%E1%83%94%E1%83%A8%E1%83%98
ייִדיש,https://yi.wikipedia.org/wiki/%D7%91%D7%90%D7%A0%D7%92%D7%9C%D7%90%D7%93%D7%A2%D7%A9
Yorùbá,https://yo.wikipedia.org/wiki/Banglad%E1%BA%B9%CC%81sh%C3%AC
Vahcuengh,https://za.wikipedia.org/wiki/Bangladesh
Zeêuws,https://zea.wikipedia.org/wiki/Bangladesh
ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ,https://zgh.wikipedia.org/wiki/%E2%B4%B1%E2%B4%B0%E2%B5%8F%E2%B4%B3%E2%B5%8D%E2%B4%B0%E2%B4%B7%E2%B5%89%E2%B5%9B
文言,https://zh-classical.wikipedia.org/wiki/%E5%AD%9F%E5%8A%A0%E6%8B%89%E5%9C%8B
閩南語 / Bân-lâm-gí,https://zh-min-nan.wikipedia.org/wiki/Bangladesh
粵語,https://zh-yue.wikipedia.org/wiki/%E5%AD%9F%E5%8A%A0%E6%8B%89%E5%9C%8B
中文,https://zh.wikipedia.org/wiki/%E5%AD%9F%E5%8A%A0%E6%8B%89%E5%9B%BD
IsiZulu,https://zu.wikipedia.org/wiki/Bangladesh
Edit links,https://www.wikidata.org/wiki/Special:EntityPage/Q902#sitelinks-wikipedia
Article,https://en.wikipedia.org/wiki/Bangladesh
Talk,https://en.wikipedia.org/wiki/Talk:Bangladesh
Read,https://en.wikipedia.org/wiki/Bangladesh
View source,https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
View history,https://en.wikipedia.org/w/index.php?title=Bangladesh&action=history
Read,https://en.wikipedia.org/wiki/Bangladesh
View source,https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
View history,https://en.wikipedia.org/w/index.php?title=Bangladesh&action=history
What links here,https://en.wikipedia.org/wiki/Special:WhatLinksHere/Bangladesh
Related changes,https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Bangladesh
Upload file,https://en.wikipedia.org/wiki/Wikipedia:File_Upload_Wizard
Permanent link,https://en.wikipedia.org/w/index.php?title=Bangladesh&oldid=1349255457
Page information,https://en.wikipedia.org/w/index.php?title=Bangladesh&action=info
Cite this page,https://en.wikipedia.org/w/index.php?title=Special:CiteThisPage&page=Bangladesh&id=1349255457&wpFormIdentifier=titleform
Get shortened URL,https://en.wikipedia.org/w/index.php?title=Special:UrlShortener&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FBangladesh
Download as PDF,https://en.wikipedia.org/w/index.php?title=Special:DownloadAsPdf&page=Bangladesh&action=show-download-screen
Printable version,https://en.wikipedia.org/w/index.php?title=Bangladesh&printable=yes
Wikimedia Commons,https://commons.wikimedia.org/wiki/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6
Wikinews,https://en.wikinews.org/wiki/Category:Bangladesh
Wikiquote,https://en.wikiquote.org/wiki/Bangladesh
Wikivoyage,https://en.wikivoyage.org/wiki/Bangladesh
Wikidata item,https://www.wikidata.org/wiki/Special:EntityPage/Q902
Coordinates,https://en.wikipedia.org/wiki/Geographic_coordinate_system
24°N 90°E﻿ / ﻿24°N 90°E﻿ / 24; 90,https://geohack.toolforge.org/geohack.php?pagename=Bangladesh&params=24_N_90_E_type:country_region:BD
,https://en.wikipedia.org/wiki/Wikipedia:Protection_policy#semi
Bangladesh (disambiguation),https://en.wikipedia.org/wiki/Bangladesh_(disambiguation)
Bengali,https://en.wikipedia.org/wiki/Bengali_language
,https://en.wikipedia.org/wiki/File:Flag_of_Bangladesh.svg
Flag,https://en.wikipedia.org/wiki/Flag_of_Bangladesh
,https://en.wikipedia.org/wiki/File:National_emblem_of_Bangladesh.svg
Emblem,https://en.wikipedia.org/wiki/National_Emblem_of_Bangladesh
Bengali,https://en.wikipedia.org/wiki/Bengali_language
Amar Sonar Bangla,https://en.wikipedia.org/wiki/Amar_Sonar_Bangla
Government Seal,https://en.wikipedia.org/wiki/Government_Seal_of_Bangladesh
,https://en.wikipedia.org/wiki/File:Government_Seal_of_Bangladesh.svg
,https://en.wikipedia.org/wiki/File:Bangladesh_(orthographic_projection).svg
,https://en.wikipedia.org/wiki/File:Bangladesh_rel_location_map.svg
Dhaka,https://en.wikipedia.org/wiki/Dhaka
23°45′50″N 90°23′20″E﻿ / ﻿23.76389°N 90.38889°E﻿ / 23.76389; 90.38889,https://geohack.toolforge.org/geohack.php?pagename=Bangladesh&params=23_45_50_N_90_23_20_E_type:city_region:BD
Bengali,https://en.wikipedia.org/wiki/Bengali_language
[1],https://en.wikipedia.org/wiki/Bangladesh#cite_note-bdlaws.minlaw.gov.bd-1
[2],https://en.wikipedia.org/wiki/Bangladesh#cite_note-2
English,https://en.wikipedia.org/wiki/Bangladeshi_English
[3],https://en.wikipedia.org/wiki/Bangladesh#cite_note-3
[4],https://en.wikipedia.org/wiki/Bangladesh#cite_note-4
Ethnic groups,https://en.wikipedia.org/wiki/Ethnic_group
[5],https://en.wikipedia.org/wiki/Bangladesh#cite_note-5
Bengali,https://en.wikipedia.org/wiki/Bengalis
others,https://en.wikipedia.org/wiki/Indigenous_peoples_in_Bangladesh
Chakmas,https://en.wikipedia.org/wiki/Chakma_people
Garos,https://en.wikipedia.org/wiki/Garo_people
Khasis,https://en.wikipedia.org/wiki/Khasi_people
Khumis,https://en.wikipedia.org/wiki/Khumi_people
Manipuris,https://en.wikipedia.org/wiki/Meitei_people
Marmas,https://en.wikipedia.org/wiki/Marma_people
Mizos,https://en.wikipedia.org/wiki/Mizo_people
Arakanese,https://en.wikipedia.org/wiki/Rakhine_people
Mrus,https://en.wikipedia.org/wiki/Mru_people_(Mrucha)
Santals,https://en.wikipedia.org/wiki/Santal_people
Tanchangyas,https://en.wikipedia.org/wiki/Tanchangya_people
Tripuris,https://en.wikipedia.org/wiki/Tripuri_people
Bishnupriyas,https://en.wikipedia.org/wiki/Bishnupriya_people
[6],https://en.wikipedia.org/wiki/Bangladesh#cite_note-census-6
Islam,https://en.wikipedia.org/wiki/Islam_in_Bangladesh
official,https://en.wikipedia.org/wiki/State_religion
Hinduism,https://en.wikipedia.org/wiki/Hinduism_in_Bangladesh
Buddhism,https://en.wikipedia.org/wiki/Buddhism_in_Bangladesh
Christianity,https://en.wikipedia.org/wiki/Christianity_in_Bangladesh
other,https://en.wikipedia.org/wiki/Religion_in_Bangladesh
Demonym,https://en.wikipedia.org/wiki/Demonym
Bangladeshi,https://en.wikipedia.org/wiki/Bangladeshis
Government,https://en.wikipedia.org/wiki/Politics_of_Bangladesh
Unitary parliamentary republic,https://en.wikipedia.org/wiki/Unitary_parliamentary_republic
President,https://en.wikipedia.org/wiki/President_of_Bangladesh
Mohammed Shahabuddin,https://en.wikipedia.org/wiki/Mohammed_Shahabuddin
Prime Minister,https://en.wikipedia.org/wiki/Prime_Minister_of_Bangladesh
Tarique Rahman,https://en.wikipedia.org/wiki/Tarique_Rahman
Speaker,https://en.wikipedia.org/wiki/Speaker_of_the_Jatiya_Sangsad
Hafiz Uddin Ahmad,https://en.wikipedia.org/wiki/Hafiz_Uddin_Ahmad
Chief Justice,https://en.wikipedia.org/wiki/Chief_Justice_of_Bangladesh
Zubayer Rahman Chowdhury,https://en.wikipedia.org/wiki/Zubayer_Rahman_Chowdhury
Jatiya Sangsad,https://en.wikipedia.org/wiki/Jatiya_Sangsad
Independence,https://en.wikipedia.org/wiki/Independence_of_Bangladesh
Pakistan,https://en.wikipedia.org/wiki/Pakistan
East Bengal,https://en.wikipedia.org/wiki/East_Bengal
East Pakistan,https://en.wikipedia.org/wiki/East_Pakistan
Proclamation of independence,https://en.wikipedia.org/wiki/Proclamation_of_Bangladeshi_Independence
Provisional government,https://en.wikipedia.org/wiki/Provisional_Government_of_Bangladesh
Victory,https://en.wikipedia.org/wiki/Pakistani_Instrument_of_Surrender
Liberation War,https://en.wikipedia.org/wiki/Bangladesh_Liberation_War
Current constitution,https://en.wikipedia.org/wiki/Constitution_of_Bangladesh
Area,https://en.wikipedia.org/wiki/Geography_of_Bangladesh
[7],https://en.wikipedia.org/wiki/Bangladesh#cite_note-7
93rd,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_area
[8],https://en.wikipedia.org/wiki/Bangladesh#cite_note-cia-8
[8],https://en.wikipedia.org/wiki/Bangladesh#cite_note-cia-8
Population,https://en.wikipedia.org/wiki/Demographics_of_Bangladesh
[9],https://en.wikipedia.org/wiki/Bangladesh#cite_note-unpop-9
8th,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_population
[10],https://en.wikipedia.org/wiki/Bangladesh#cite_note-populationcensus2022-10
[11],https://en.wikipedia.org/wiki/Bangladesh#cite_note-11
8th,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_population
13th,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_population_density
GDP,https://en.wikipedia.org/wiki/Gross_domestic_product
PPP,https://en.wikipedia.org/wiki/Purchasing_power_parity
[12],https://en.wikipedia.org/wiki/Bangladesh#cite_note-auto-12
26th,https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(PPP)
[12],https://en.wikipedia.org/wiki/Bangladesh#cite_note-auto-12
127th,https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(PPP)_per_capita
GDP,https://en.wikipedia.org/wiki/Gross_domestic_product
[12],https://en.wikipedia.org/wiki/Bangladesh#cite_note-auto-12
33rd,https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)
[12],https://en.wikipedia.org/wiki/Bangladesh#cite_note-auto-12
142nd,https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita
Gini,https://en.wikipedia.org/wiki/Gini_coefficient
[13],https://en.wikipedia.org/wiki/Bangladesh#cite_note-13
HDI,https://en.wikipedia.org/wiki/Human_Development_Index
[14],https://en.wikipedia.org/wiki/Bangladesh#cite_note-14
130th,https://en.wikipedia.org/wiki/List_of_countries_by_Human_Development_Index
Taka,https://en.wikipedia.org/wiki/Bangladeshi_taka
৳,https://en.wikipedia.org/wiki/%E0%A7%B3
BDT,https://en.wikipedia.org/wiki/ISO_4217
UTC,https://en.wikipedia.org/wiki/Coordinated_Universal_Time
BST,https://en.wikipedia.org/wiki/Bangladesh_Standard_Time
Calling code,https://en.wikipedia.org/wiki/Telephone_numbers_in_Bangladesh
+880,https://en.wikipedia.org/wiki/Telephone_numbers_in_Bangladesh
ISO 3166 code,https://en.wikipedia.org/wiki/ISO_3166
BD,https://en.wikipedia.org/wiki/ISO_3166-2:BD
Internet TLD,https://en.wikipedia.org/wiki/Country_code_top-level_domain
.bd,https://en.wikipedia.org/wiki/.bd
.বাংলা,https://en.wikipedia.org/wiki/.bangla
Bengali text,https://en.wikipedia.org/wiki/Bengali_alphabet
rendering support,https://en.wikipedia.org/wiki/Wikipedia:Bangla_script_display_help
"question marks, boxes, or other symbols",https://en.wikipedia.org/wiki/Specials_(Unicode_block)#Replacement_character
[a],https://en.wikipedia.org/wiki/Bangladesh#cite_note-15
[b],https://en.wikipedia.org/wiki/Bangladesh#cite_note-16
South Asia,https://en.wikipedia.org/wiki/South_Asia
eighth-most populous country,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_population
most densely populated,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_population_density
India,https://en.wikipedia.org/wiki/India
Myanmar,https://en.wikipedia.org/wiki/Myanmar
Bay of Bengal,https://en.wikipedia.org/wiki/Bay_of_Bengal
Bhutan,https://en.wikipedia.org/wiki/Bhutan
Nepal,https://en.wikipedia.org/wiki/Nepal
Siliguri Corridor,https://en.wikipedia.org/wiki/Siliguri_Corridor
China,https://en.wikipedia.org/wiki/China
Indian state,https://en.wikipedia.org/wiki/List_of_Indian_states
Sikkim,https://en.wikipedia.org/wiki/Sikkim
Dhaka,https://en.wikipedia.org/wiki/Dhaka
largest city,https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Bangladesh
Chittagong,https://en.wikipedia.org/wiki/Chittagong
the busiest port,https://en.wikipedia.org/wiki/Port_of_Chittagong
Hindu,https://en.wikipedia.org/wiki/List_of_Hindu_empires_and_dynasties
Buddhist dynasties,https://en.wikipedia.org/wiki/List_of_Buddhist_kingdoms_and_empires
Muslim conquest,https://en.wikipedia.org/wiki/Muslim_conquests_in_the_Indian_subcontinent
Sultanate,https://en.wikipedia.org/wiki/Bengal_Sultanate
Mughal,https://en.wikipedia.org/wiki/Mughal_Empire
largest subdivision of the Mughal Empire,https://en.wikipedia.org/wiki/Bengal_Subah
Bengal,https://en.wikipedia.org/wiki/Bengal
thriving textile industry,https://en.wikipedia.org/wiki/Muslin_trade_in_Bengal
Battle of Plassey,https://en.wikipedia.org/wiki/Battle_of_Plassey
British colonial rule,https://en.wikipedia.org/wiki/Bengal_Presidency
Partition of India,https://en.wikipedia.org/wiki/Partition_of_British_India
East Bengal,https://en.wikipedia.org/wiki/East_Bengal
Dominion of Pakistan,https://en.wikipedia.org/wiki/Dominion_of_Pakistan
East Pakistan,https://en.wikipedia.org/wiki/East_Pakistan
systemic racism,https://en.wikipedia.org/wiki/Institutional_racism
West Pakistan,https://en.wikipedia.org/wiki/West_Pakistan
East Pakistan,https://en.wikipedia.org/wiki/East_Pakistan
1971 non-cooperation movement,https://en.wikipedia.org/wiki/Non-cooperation_movement_(1971)
Bangladesh Liberation War,https://en.wikipedia.org/wiki/Bangladesh_Liberation_War
military operation,https://en.wikipedia.org/wiki/Operation_Searchlight
Mukti Bahini,https://en.wikipedia.org/wiki/Mukti_Bahini
aid and assistance from Indian forces,https://en.wikipedia.org/wiki/Indo-Pakistani_war_of_1971
armed revolution,https://en.wikipedia.org/wiki/Revolution
Bangladesh genocide,https://en.wikipedia.org/wiki/Bangladesh_genocide
sovereign nation,https://en.wikipedia.org/wiki/Sovereign_nation
Sheikh Mujibur Rahman,https://en.wikipedia.org/wiki/Sheikh_Mujibur_Rahman
assassination in 1975,https://en.wikipedia.org/wiki/Assassination_of_Sheikh_Mujibur_Rahman
Ziaur Rahman,https://en.wikipedia.org/wiki/Ziaur_Rahman
assassinated,https://en.wikipedia.org/wiki/Assassination_of_Ziaur_Rahman
Hussain Muhammad Ershad,https://en.wikipedia.org/wiki/Hussain_Muhammad_Ershad
mass uprising,https://en.wikipedia.org/wiki/1990_Bangladesh_mass_uprising
Battle of the Begums,https://en.wikipedia.org/wiki/Battle_of_Begums
Khaleda Zia,https://en.wikipedia.org/wiki/Khaleda_Zia
Sheikh Hasina,https://en.wikipedia.org/wiki/Sheikh_Hasina
a mass uprising,https://en.wikipedia.org/wiki/July_uprising
parliamentary republic,https://en.wikipedia.org/wiki/Parliamentary_republic
Westminster system,https://en.wikipedia.org/wiki/Westminster_system
middle power,https://en.wikipedia.org/wiki/Middle_power
second-largest economy,https://en.wikipedia.org/wiki/Economy_of_Bangladesh
fourth-largest Muslim population,https://en.wikipedia.org/wiki/Islam_by_country
third-largest military,https://en.wikipedia.org/wiki/Bangladesh_Armed_Forces
peacekeeping,https://en.wikipedia.org/wiki/Peacekeeping
eight divisions,https://en.wikipedia.org/wiki/Divisions_of_Bangladesh
64 districts,https://en.wikipedia.org/wiki/Districts_of_Bangladesh
495 sub-districts,https://en.wikipedia.org/wiki/Upazila
"4,578 union councils",https://en.wikipedia.org/wiki/Union_councils_of_Bangladesh
largest mangrove forest,https://en.wikipedia.org/wiki/Sundarbans
refugee populations,https://en.wikipedia.org/wiki/Rohingya_refugees_in_Bangladesh
corruption,https://en.wikipedia.org/wiki/Corruption_in_Bangladesh
human rights abuses,https://en.wikipedia.org/wiki/Human_rights_in_Bangladesh
religious violence,https://en.wikipedia.org/wiki/Religious_violence
political instability,https://en.wikipedia.org/wiki/Political_decay
effects of climate change,https://en.wikipedia.org/wiki/Effects_of_climate_change
SAARC,https://en.wikipedia.org/wiki/South_Asian_Association_for_Regional_Cooperation
several other international organisations,https://en.wikipedia.org/wiki/Foreign_relations_of_Bangladesh
Names of Bengal,https://en.wikipedia.org/wiki/Names_of_Bengal
Rabindranath Tagore,https://en.wikipedia.org/wiki/Rabindranath_Tagore
Kazi Nazrul Islam,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam
[15],https://en.wikipedia.org/wiki/Bangladesh#cite_note-17
East Pakistan,https://en.wikipedia.org/wiki/East_Pakistan
Bengal,https://en.wikipedia.org/wiki/Bengal
Bengali language,https://en.wikipedia.org/wiki/Bengali_language
proto-Dravidian,https://en.wikipedia.org/wiki/Proto-Dravidian_language
[16],https://en.wikipedia.org/wiki/Bangladesh#cite_note-18
Vanga Kingdom,https://en.wikipedia.org/wiki/Vanga_Kingdom
[17],https://en.wikipedia.org/wiki/Bangladesh#cite_note-19
Nesari plate,https://en.wikipedia.org/wiki/Nesari
[18],https://en.wikipedia.org/wiki/Bangladesh#cite_note-20
[19],https://en.wikipedia.org/wiki/Bangladesh#cite_note-Sen-1999-21
Sultanate of Bengal,https://en.wikipedia.org/wiki/Sultanate_of_Bengal
[20],https://en.wikipedia.org/wiki/Bangladesh#cite_note-Ahmed2004-22
[21],https://en.wikipedia.org/wiki/Bangladesh#cite_note-23
Shamsuddin Ilyas Shah,https://en.wikipedia.org/wiki/Shamsuddin_Ilyas_Shah
Shah,https://en.wikipedia.org/wiki/Shah
[20],https://en.wikipedia.org/wiki/Bangladesh#cite_note-Ahmed2004-22
[22],https://en.wikipedia.org/wiki/Bangladesh#cite_note-24
Abu'l-Fazl ibn Mubarak,https://en.wikipedia.org/wiki/Abu%27l-Fazl_ibn_Mubarak
Ain-i-Akbari,https://en.wikipedia.org/wiki/Ain-i-Akbari
[23],https://en.wikipedia.org/wiki/Bangladesh#cite_note-25
Ghulam Husain Salim,https://en.wikipedia.org/wiki/Ghulam_Husain_Salim
Riyaz-us-Salatin,https://en.wikipedia.org/wiki/Riyaz-us-Salatin
[24],https://en.wikipedia.org/wiki/Bangladesh#cite_note-riaj-26
Desh,https://en.wikipedia.org/wiki/-desh
[19],https://en.wikipedia.org/wiki/Bangladesh#cite_note-Sen-1999-21
History of Bangladesh,https://en.wikipedia.org/wiki/History_of_Bangladesh
Maurya Empire,https://en.wikipedia.org/wiki/Maurya_Empire
Samatata,https://en.wikipedia.org/wiki/Samatata
Gupta Empire,https://en.wikipedia.org/wiki/Gupta_Empire
Harsha,https://en.wikipedia.org/wiki/Harsha
Pala Empire,https://en.wikipedia.org/wiki/Pala_Empire
Sena dynasty,https://en.wikipedia.org/wiki/Sena_dynasty
Muslim conquests,https://en.wikipedia.org/wiki/Muslim_conquests_in_the_Indian_subcontinent
Muhammad Bakhtiyar Khalji,https://en.wikipedia.org/wiki/Muhammad_Bakhtiyar_Khalji
Ghurid dynasty,https://en.wikipedia.org/wiki/Ghurid_dynasty
[25],https://en.wikipedia.org/wiki/Bangladesh#cite_note-27
Bengal Sultanate,https://en.wikipedia.org/wiki/Bengal_Sultanate
Bengal Subah,https://en.wikipedia.org/wiki/Bengal_Subah
,https://en.wikipedia.org/wiki/File:Renaldis_muslin_woman.jpg
Dhaka,https://en.wikipedia.org/wiki/Dhaka
Bengali muslin,https://en.wikipedia.org/wiki/Muslin_trade_in_Bengal
,"https://en.wikipedia.org/wiki/File:Kusumba_Mosque,_Naogaon.jpg"
,https://en.wikipedia.org/wiki/File:%E0%A6%97%E0%A7%8B%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B2%E0%A6%A6%E0%A6%BF_%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6_3.jpg
,https://en.wikipedia.org/wiki/File:Bagha_Shahi_Mosque.jpg
,https://en.wikipedia.org/wiki/File:Choto_Shona_Mosque_Rajshahi.jpg
Kusumba Mosque,https://en.wikipedia.org/wiki/Kusumba_Mosque
Goaldi Mosque,https://en.wikipedia.org/wiki/Goaldi_Mosque
Bagha Mosque,https://en.wikipedia.org/wiki/Bagha_Mosque
Choto Sona Mosque,https://en.wikipedia.org/wiki/Choto_Sona_Mosque
,https://en.wikipedia.org/wiki/File:Hussain_Shahis_of_Bengal.png
Hussain Shahi dynasty,https://en.wikipedia.org/wiki/Hussain_Shahi_dynasty
Delhi Sultanate,https://en.wikipedia.org/wiki/Delhi_Sultanate
[26],https://en.wikipedia.org/wiki/Bangladesh#cite_note-islamization-28
Bengal Sultanate,https://en.wikipedia.org/wiki/Bengal_Sultanate
Fakhruddin Mubarak Shah,https://en.wikipedia.org/wiki/Fakhruddin_Mubarak_Shah
[26],https://en.wikipedia.org/wiki/Bangladesh#cite_note-islamization-28
Hussain Shahi dynasty,https://en.wikipedia.org/wiki/Hussain_Shahi_dynasty
